"";"Tamanho";"Sexo";"Ano"
"158";170,778519138963;"F";2018
"159";154,647778013657;"M";2023
"160";131,571015941143;"M";2023
"161";155,607711966971;"F";2020
"162";150,30511916479;"F";2020
"163";145,791585856133;"F";2021
"164";148,152053735195;"M";2023
"165";147,531374619996;"M";2020
"166";164,057295739645;"M";2020
"167";154,530947880637;"F";2018
"168";176,738264873034;"M";2018
"169";165,624724778823;"F";2023
"170";145,044640752033;"M";2021
"171";149,896479471984;"F";2022
"172";137,638973911099;"M";2022
"173";158,698386490942;"F";2019
"174";130,834483692298;"M";2018
"175";164,936643049682;"F";2022
"176";131,978932942807;"F";2022
"177";162,622397152345;"M";2020
"178";144,41446456869;"M";2020
"179";153,95860283077;"F";2019
"180";160,709573073676;"M";2021
"181";152,639410874873;"M";2019
"182";156,81101105047;"M";2018
"183";156,922139241354;"F";2018
"184";162,838741260267;"F";2021
"185";164,078745292614;"M";2018
"186";157,192087949492;"F";2023
"187";153,2682318584;"F";2021
"188";156,07295708281;"F";2023
"189";146,937254825469;"F";2018
"190";146,06011129665;"M";2020
"191";146,080503973844;"F";2018
"192";136,048716622722;"M";2021
"193";143,569462821434;"M";2020
"194";151,306000192366;"M";2022
"195";150,552078454033;"M";2020
"196";142,542669576498;"M";2021
"197";136,562623770753;"F";2023
"198";151,177890332368;"M";2022
"199";160,326266041767;"F";2019
"200";161,357977298457;"F";2022
"201";151,391016807442;"F";2018
"202";145,739101692442;"F";2022
"203";141,350700319805;"M";2023
"204";167,971564110133;"M";2018
"205";155,182409937258;"M";2021
"206";126,685734474823;"M";2023
"207";138,224877785568;"M";2021
"208";139,476383222314;"M";2020
"209";161,530669193859;"M";2021
"210";151,702108846827;"F";2018
"211";145,412147622491;"F";2018
"212";126,070291515212;"M";2022
"213";161,325653282725;"M";2018
"214";138,022121847229;"F";2023
"215";118,094183954631;"M";2019
"216";145,216007316926;"M";2021
"217";151,44330783143;"M";2021
"218";158,076310566788;"M";2019
"219";136,237669535217;"F";2018
"220";143,100581324875;"M";2020
"221";158,882305515697;"F";2023
"222";123,485934856997;"F";2021
"223";169,986468328178;"F";2019
"224";136,005272125032;"F";2023
"225";154,833986800864;"F";2021
"226";147,061302099464;"M";2018
"227";147,720081042671;"M";2023
"228";147,861205521736;"F";2020
"229";155,369233178544;"M";2019
"230";164,898952051725;"F";2021
"231";143,339094283233;"F";2020
"232";140,68117184631;"F";2018
"233";147,995381664364;"M";2022
"234";163,210864852664;"M";2023
"235";152,637457132898;"M";2018
"236";139,865402988485;"M";2018
"237";150,250504017354;"M";2020
"238";155,229207506779;"M";2020
"239";149,603668599841;"M";2023
"240";144,49704549914;"F";2018
"241";155,725632088367;"M";2018
"242";152,395494388912;"M";2023
"243";130,241431859207;"F";2023
"244";171,984546965009;"M";2020
"245";145,665313270457;"F";2022
"246";147,615530644881;"M";2018
"247";141,562153556006;"M";2023
"248";146,410786943963;"F";2019
"249";141,794399649765;"M";2018
"250";139,268925508165;"M";2021
"251";152,727490468539;"M";2021
"252";147,912640700485;"F";2019
"253";154,768472430668;"M";2019
"254";144,324170294232;"F";2018
"255";145,797025246296;"F";2018
"256";129,779311495913;"F";2023
"257";132,778017071565;"M";2018
"258";161,0877621739;"M";2018
"259";140,382231803805;"M";2022
"260";142,810507452352;"F";2023
"261";149,451658985522;"F";2020
"262";135,02312992943;"M";2020
"263";151,997380367535;"F";2021
"264";154,533458591486;"F";2019
"265";153,846524197552;"F";2020
"266";159,204963217714;"F";2020
"267";160,410652920142;"M";2021
"268";143,382543722759;"M";2019
"269";162,460634271448;"M";2021
"270";152,045112749851;"F";2020
"271";158,845916014641;"M";2018
"272";154,94393161935;"M";2023
"273";140,443150512103;"F";2022
"274";161,843722452795;"F";2022
"275";152,600331451029;"M";2021
"276";161,572062876837;"M";2023
"277";160,045686759786;"M";2019
"278";142,386727547649;"F";2018
"279";158,245549188007;"M";2019
"280";138,559536483799;"M";2022
"281";163,781787402058;"M";2018
"282";151,398953602099;"F";2018
"283";139,068457105192;"F";2022
"284";147,764332010676;"M";2020
"285";158,39878953834;"F";2021
"286";140,248416062506;"M";2018
"287";162,328431978894;"F";2021
"288";160,980028098574;"F";2022
"289";152,269673321885;"M";2023
"290";157,423886896585;"F";2019
"291";145,494879883321;"M";2021
"292";149,587556388005;"F";2019
"293";158,899904546213;"M";2022
"294";137,262017632036;"M";2021
"295";137,325940108715;"F";2018
"296";166,656317643764;"M";2018
"297";141,36806738561;"F";2021
"298";148,458289191496;"F";2021
"299";141,700107769481;"F";2020
"300";158,199963463867;"M";2023
"301";141,274800375985;"F";2020
"302";148,085873777456;"M";2021
"303";145,800984908832;"F";2023
"304";142,715203134339;"F";2021
"305";146,395319331093;"M";2020
"306";163,915132311862;"M";2020
"307";156,914812433952;"M";2019
"308";156,646258491212;"M";2019
"309";148,504669187174;"M";2019
"310";161,543663469206;"F";2020
"311";141,074050103613;"F";2018
"312";152,482226861192;"F";2021
"313";165,14098001227;"M";2021
"314";130,899229679792;"F";2023
"315";142,898268875019;"F";2023
"316";160,487969988962;"M";2023
"317";159,506193331223;"F";2020
"318";158,849635980614;"F";2023
"319";154,707877370783;"F";2023
"320";143,823428625319;"F";2023
"321";151,810767002384;"F";2021
"322";145,522680844382;"M";2020
"323";142,624531610079;"F";2018
"324";154,28608301556;"M";2020
"325";164,787816919693;"M";2021
"326";138,574277001802;"M";2021
"327";171,373422534492;"F";2018
"328";152,926915974013;"M";2021
"329";148,674530809149;"M";2019
"330";159,39606021081;"F";2023
"331";151,585937552508;"F";2022
"332";170,01306562564;"F";2018
"333";153,386704687962;"M";2023
"334";146,090032430782;"M";2023
"335";144,447557795927;"F";2021
"336";153,036792186126;"F";2021
"337";166,983539152206;"M";2020
"338";148,379468557632;"M";2019
"339";159,424443646629;"F";2018
"340";134,166142918435;"F";2021
"341";146,302074452702;"F";2018
"342";171,530486549032;"M";2020
"343";160,088129407603;"F";2020
"344";167,199812542314;"F";2018
"345";171,974837309922;"M";2019
"346";149,031393295634;"M";2020
"347";146,606772359294;"M";2019
"348";138,891253130108;"M";2023
"349";144,772907723971;"F";2020
"350";155,414253836;"F";2021
"351";142,623736096635;"M";2023
"352";159,034527612361;"M";2022
"353";148,12842497423;"M";2019
"354";159,891734931446;"M";2020
"355";156,128829225126;"M";2020
"356";136,726903905535;"M";2019
"357";151,214115283021;"M";2022
"358";135,520244566322;"F";2020
"359";145,966036988994;"M";2020
"360";165,052879991665;"M";2023
"361";167,119117034929;"M";2023
"362";137,918599846224;"M";2020
"363";131,338537913251;"M";2020
"364";149,442460489865;"F";2019
"365";164,050651177879;"M";2020
"366";146,762344386159;"M";2021
"367";133,312254740079;"M";2018
"368";150,185584270725;"M";2023
"369";145,737849475729;"M";2019
"370";146,766562260432;"F";2020
"371";175,270644126213;"M";2020
"372";149,024309569575;"M";2018
"373";143,673234925027;"F";2019
"374";143,460310401059;"F";2023
"375";159,10420394431;"M";2018
"376";140,484834281331;"M";2020
"377";151,117341227965;"M";2021
"378";137,788850391962;"F";2022
"379";135,21753702727;"F";2020
"380";143,592733686021;"F";2018
"381";139,470669332517;"F";2023
"382";146,408136306597;"F";2022
"383";166,011450711742;"M";2023
"384";157,09831458899;"M";2022
"385";158,624680029101;"F";2019
"386";161,821451799999;"F";2023
"387";159,103145899707;"F";2020
"388";155,502640900493;"M";2021
"389";155,075433962117;"F";2019
"390";139,515805265625;"F";2022
"391";127,401778908596;"F";2021
"392";129,564115009516;"F";2021
"393";154,72482451678;"F";2019
"394";143,134810692469;"M";2020
"395";147,066244752459;"F";2022
"396";152,337868050826;"M";2020
"397";157,526693055531;"M";2023
"398";144,853253653222;"M";2020
"399";148,716448792981;"F";2018
"400";147,447377139289;"M";2019
"401";147,252755394471;"F";2021
"402";146,478416773066;"F";2019
"403";143,431570060103;"M";2019
"404";155,254971619347;"F";2018
"405";153,463105924857;"M";2019
"406";149,410696719738;"F";2023
"407";149,554260314728;"M";2020
"408";136,831056099291;"M";2019
"409";130,880824446746;"F";2023
"410";162,447517785273;"F";2021
"411";144,270466127006;"M";2023
"412";144,05683191558;"F";2020
"413";166,550314578627;"F";2018
"414";154,306887799344;"M";2019
"415";146,694596685299;"M";2019
"416";144,785945776497;"F";2022
"417";142,528851552502;"M";2021
"418";153,695896842242;"F";2021
"419";148,183129290152;"M";2021
"420";123,316304605868;"M";2023
"421";152,182083681987;"M";2020
"422";137,436815529502;"M";2021
"423";158,912200433809;"M";2019
"424";155,867750620514;"F";2023
"425";139,688989868446;"F";2022
"426";156,846571124101;"F";2021
"427";156,898148371364;"F";2018
"428";145,876995020231;"M";2021
"429";159,98257356862;"M";2019
"430";152,831612338173;"M";2019
"431";138,955138678665;"F";2020
"432";143,344276438067;"M";2018
"433";163,654106043803;"F";2021
"434";134,565849330896;"M";2018
"435";142,205929606849;"M";2022
"436";162,766465798717;"M";2022
"437";148,075505328085;"M";2018
"438";140,321074551368;"M";2020
"439";171,573599605429;"M";2023
"440";145,997902510747;"M";2022
"441";134,479610851731;"M";2020
"442";155,227951170994;"F";2023
"443";143,498626916975;"M";2023
"444";155,458393650755;"M";2018
"445";133,248810349988;"M";2021
"446";156,155091392065;"M";2020
"447";153,97009231734;"M";2019
"448";143,614490748848;"F";2019
"449";150,838628944064;"M";2021
"450";142,083989456102;"M";2018
"451";145,393541011512;"M";2019
"452";129,884850449437;"M";2021
"453";162,957862342976;"F";2018
"454";145,15989657727;"F";2023
"455";141,425629239485;"F";2020
"456";151,336846766995;"F";2018
"457";155,619021670136;"M";2022
"458";124,781921328986;"F";2022
"459";147,874102062878;"F";2018
"460";158,149707371151;"M";2021
"461";157,321109218498;"M";2022
"462";133,377065128792;"F";2020
"463";170,530308766176;"F";2018
"464";154,481389925154;"F";2021
"465";143,313815332698;"F";2019
"466";158,4136238828;"F";2022
"467";143,316208271592;"F";2020
"468";159,758614645703;"F";2023
"469";152,749225148205;"M";2022
"470";132,67446477235;"M";2020
"471";133,127007480998;"M";2019
"472";157,514317915845;"F";2022
"473";146,612750606775;"F";2021
"474";143,495885027816;"M";2021
"475";130,013464147449;"F";2021
"476";173,409090812167;"F";2018
"477";144,639228673825;"F";2019
"478";134,815015084359;"M";2020
"479";139,612601780816;"F";2018
"480";146,259231269587;"M";2023
"481";150,778744789423;"F";2021
"482";138,133337614444;"F";2020
"483";154,905573012739;"F";2020
"484";160,271035345652;"M";2020
"485";147,607291814934;"M";2022
"486";167,075414412531;"M";2020
"487";135,972729114901;"F";2022
"488";143,80139740391;"F";2020
"489";140,972889559132;"M";2020
"490";148,81589914132;"F";2020
"491";144,677189576944;"M";2021
"492";160,894461872482;"F";2021
"493";146,167568032487;"F";2019
"494";148,124712576128;"M";2018
"495";158,080524920906;"M";2019
"496";141,126051833122;"M";2023
"497";148,583817054885;"M";2020
"498";161,843215956777;"M";2019
"499";141,169487918002;"M";2019
"500";150,699237637058;"F";2022
"501";161,67504815961;"F";2020
"502";137,346931458809;"F";2018
"503";139,743145644285;"M";2018
"504";164,286390739;"F";2021
"505";145,886492631874;"M";2018
"506";148,875198095151;"F";2023
"507";150,427383684234;"F";2020
"508";146,102157559378;"M";2022
"509";141,032702756087;"F";2018
"510";144,087238967549;"M";2021
"511";151,889624698457;"F";2021
"512";137,632621146541;"M";2021
"513";137,000643802039;"F";2020
"514";151,954922123936;"M";2018
"515";150,52645600839;"M";2018
"516";162,172895672493;"M";2022
"517";153,622435267725;"F";2023
"518";143,932888867337;"F";2020
"519";133,998383853439;"F";2021
"520";145,510821799736;"M";2021
"521";167,13076216464;"F";2018
"522";149,370328530981;"F";2018
"523";157,002783498223;"F";2022
"524";136,043370326256;"F";2021
"525";146,295579191466;"M";2018
"526";159,205197753777;"F";2020
"527";151,364377167816;"M";2018
"528";150,093531657272;"F";2023
"529";134,836190974673;"F";2021
"530";155,642581268758;"M";2019
"531";151,216571788312;"M";2023
"532";159,363686769334;"M";2020
"533";129,983839108116;"M";2023
"534";160,71982229256;"F";2019
"535";141,713068564536;"F";2022
"536";149,538608643199;"F";2019
"537";155,040461995869;"M";2019
"538";164,339833271367;"F";2020
"539";154,797574662919;"F";2019
"540";151,551351959354;"F";2019
"541";156,421658426414;"M";2018
"542";141,03438646407;"F";2020
"543";148,697839138982;"F";2019
"544";163,25970492965;"M";2022
"545";134,367209847262;"M";2020
"546";142,342079317425;"M";2021
"547";161,138559899697;"F";2021
"548";152,747962106366;"M";2018
"549";149,937772872952;"F";2021
"550";143,663201929005;"F";2020
"551";155,74734945152;"F";2020
"552";162,17744195961;"F";2021
"553";144,854249858698;"F";2022
"554";132,929952618866;"M";2020
"555";136,830161372701;"F";2021
"556";140,85248664659;"F";2021
"557";136,226051791391;"M";2019
"558";147,645400879211;"M";2018
"559";143,067424027036;"M";2023
"560";153,388586005321;"F";2023
"561";157,63395394973;"M";2021
"562";144,797916024919;"M";2020
"563";137,92797248278;"F";2018
"564";157,21533210282;"F";2021
"565";170,65774509009;"M";2023
"566";148,085605131316;"F";2020
"567";128,115152402995;"F";2021
"568";135,882930804191;"F";2018
"569";131,782090581948;"M";2023
"570";133,512703582896;"M";2023
"571";151,123514311057;"F";2021
"572";153,022882966799;"F";2021
"573";153,248389374649;"F";2019
"574";154,597438914861;"M";2020
"575";135,674314976794;"F";2020
"576";146,146211988873;"M";2020
"577";142,680778240926;"M";2018
"578";130,39812000884;"M";2021
"579";145,387567395932;"M";2022
"580";155,776253017597;"M";2021
"581";136,915119399487;"F";2019
"582";150,022865346978;"M";2019
"583";167,117680229531;"F";2018
"584";138,067579984839;"F";2019
"585";160,176906372872;"F";2019
"586";149,523459947098;"F";2021
"587";150,81393963583;"F";2019
"588";151,274476354575;"F";2022
"589";144,782190508524;"M";2022
"590";147,404983682205;"M";2021
"591";144,871629325255;"M";2019
"592";143,695166063655;"F";2018
"593";151,021065371469;"M";2021
"594";151,395271193659;"F";2022
"595";143,340167243242;"F";2019
"596";144,010116663889;"F";2022
"597";145,904146024044;"F";2019
"598";155,803033117113;"M";2018
"599";138,363356178032;"M";2022
"600";153,339062095633;"M";2021
"601";164,380479058382;"M";2021
"602";140,479792719939;"M";2022
"603";140,458254015598;"F";2018
"604";145,726292670513;"M";2020
"605";158,631825809862;"M";2022
"606";172,053065108797;"F";2021
"607";149,564219506495;"M";2018
"608";133,705737648082;"M";2022
"609";137,317033704906;"M";2022
"610";161,880890250868;"M";2020
"611";134,372944521478;"M";2018
"612";142,318937808998;"F";2018
"613";146,958078306937;"F";2023
"614";161,452156361045;"M";2018
"615";167,439185938741;"M";2022
"616";144,428734859182;"M";2018
"617";150,395698334945;"M";2020
"618";137,421036936152;"F";2018
"619";155,811748931212;"F";2020
"620";153,42201340015;"M";2022
"621";159,505373156257;"F";2020
"622";154,441733435364;"M";2019
"623";148,72374198205;"M";2021
"624";152,570503906733;"M";2020
"625";156,414687016051;"F";2018
"626";149,687221200809;"F";2023
"627";154,088362204786;"F";2019
"628";156,401729255143;"F";2021
"629";145,975200734352;"F";2021
"630";149,053815154331;"F";2021
"631";150,550153084115;"M";2023
"632";142,025545951153;"M";2020
"633";151,773730112455;"M";2018
"634";148,494311717904;"M";2019
"635";149,274455641287;"M";2021
"636";157,855436894843;"F";2020
"637";136,759467915769;"M";2020
"638";143,741888391869;"M";2021
"639";159,646175989339;"M";2023
"640";137,675553347074;"F";2018
"641";163,3940637331;"M";2019
"642";147,382084517863;"M";2022
"643";162,391154725407;"F";2022
"644";149,030648044751;"M";2022
"645";143,612507212338;"M";2019
"646";144,830019849986;"M";2021
"647";150,43995632456;"M";2019
"648";145,317111959853;"M";2019
"649";148,74633314023;"F";2018
"650";170,030383363348;"M";2023
"651";137,202975276203;"M";2022
"652";126,697922111223;"M";2020
"653";163,510912691257;"F";2018
"654";136,728288924919;"M";2021
"655";148,116745299453;"M";2018
"656";158,161108251501;"M";2018
"657";155,574810894941;"F";2020
"658";139,208969276392;"F";2021
"659";138,519865214214;"M";2021
"660";159,318921496449;"M";2022
"661";162,744831150864;"M";2021
"662";166,881219726919;"M";2018
"663";167,094786304442;"M";2023
"664";155,730266744302;"M";2022
"665";156,699519256805;"F";2018
"666";153,08538447822;"M";2018
"667";144,95685246687;"M";2023
"668";143,016392447102;"F";2021
"669";134,826506196778;"M";2020
"670";158,982429464029;"M";2022
"671";146,17044893073;"M";2023
"672";152,662387943925;"F";2019
"673";141,647877908158;"M";2023
"674";165,231927056533;"F";2020
"675";153,159471385836;"F";2021
"676";162,566390890873;"M";2022
"677";137,320713595163;"F";2019
"678";151,236312136607;"M";2023
"679";150,027107389684;"M";2020
"680";145,022778585509;"M";2020
"681";153,699411956983;"F";2018
"682";140,533364987019;"F";2021
"683";155,869701183459;"F";2023
"684";145,952726673132;"F";2022
"685";160,794619730869;"F";2019
"686";137,131645576356;"M";2018
"687";144,387494859541;"M";2019
"688";147,519191874002;"M";2023
"689";154,463353585029;"M";2020
"690";145,956042301325;"F";2018
"691";141,679155013476;"F";2018
"692";131,204034496612;"M";2023
"693";139,841217459429;"M";2023
"694";151,069659733261;"M";2018
"695";153,03566286289;"F";2022
"696";145,452615296041;"F";2022
"697";150,434180654257;"F";2020
"698";150,118077518544;"M";2022
"699";151,701534515298;"M";2018
"700";161,017123955128;"M";2022
"701";163,295930728337;"F";2018
"702";122,756217604024;"F";2020
"703";148,776264862803;"F";2023
"704";167,276962081571;"M";2023
"705";143,868162275696;"F";2019
"706";161,099423203413;"M";2023
"707";169,25074881445;"M";2023
"708";164,723691079702;"F";2018
"709";163,54250576028;"F";2021
"710";158,103840929701;"F";2022
"711";173,508187862157;"M";2023
"712";152,743936760341;"M";2019
"713";145,257507386916;"F";2020
"714";144,415362950819;"F";2022
"715";136,046768798596;"M";2021
"716";156,445153986679;"F";2022
"717";144,294017650165;"F";2018
"718";144,118745712407;"M";2018
"719";133,174346217676;"F";2023
"720";134,344274262651;"M";2019
"721";153,263460714053;"F";2022
"722";148,835282275724;"M";2022
"723";155,668962508873;"M";2020
"724";134,953786298888;"M";2021
"725";140,887023301018;"F";2018
"726";147,521262426891;"M";2021
"727";136,164517697228;"M";2019
"728";135,128944214102;"F";2023
"729";150,574209577435;"M";2019
"730";155,153223065022;"M";2022
"731";158,302621021834;"F";2020
"732";157,815453800306;"M";2019
"733";157,975153602983;"F";2018
"734";164,174753940481;"F";2018
"735";141,548488639593;"M";2018
"736";147,168185440055;"F";2022
"737";156,950434688168;"M";2022
"738";153,58723410871;"M";2018
"739";179,804606639158;"F";2019
"740";148,676537918219;"M";2018
"741";149,459403688147;"M";2023
"742";147,445535053197;"F";2021
"743";149,778529039038;"F";2023
"744";147,860494841138;"F";2022
"745";157,953920253514;"F";2022
"746";174,794766056922;"M";2018
"747";146,926315850335;"M";2018
"748";145,513876352126;"M";2019
"749";130,487387490952;"M";2020
"750";158,366721156466;"F";2018
"751";147,696378973306;"F";2021
"752";149,068027393737;"F";2020
"753";148,260046743002;"M";2021
"754";162,421449741875;"F";2023
"755";148,24300314566;"F";2019
"756";138,382925961568;"F";2018
"757";141,456390994413;"M";2020
"758";138,878623701795;"M";2018
"759";158,441238554013;"M";2020
"760";162,324875917089;"M";2022
"761";132,4336338969;"F";2023
"762";152,280400435485;"M";2018
"763";162,711747119092;"F";2021
"764";147,863123538846;"M";2020
"765";152,088844117957;"F";2018
"766";159,450837465329;"M";2018
"767";159,201689026851;"F";2021
"768";142,506367013207;"M";2020
"769";162,764847635431;"F";2020
"770";164,559201156784;"F";2020
"771";163,96328243641;"F";2023
"772";142,506413762538;"F";2018
"773";145,200787024283;"M";2019
"774";148,350817336024;"F";2018
"775";144,237851436339;"M";2023
"776";139,455545707504;"M";2022
"777";145,59819439599;"M";2020
"778";154,765118424848;"F";2023
"779";167,754111252798;"M";2019
"780";159,903985546277;"F";2020
"781";162,343880812597;"F";2022
"782";135,764527446675;"M";2020
"783";143,125302168427;"M";2018
"784";146,40397640589;"M";2021
"785";143,910087152154;"M";2018
"786";160,048618985291;"M";2020
"787";141,985305363802;"M";2022
"788";158,749926605361;"M";2022
"789";136,033594896855;"F";2023
"790";158,938725716057;"F";2023
"791";133,686116988723;"F";2020
"792";154,448357903886;"M";2018
"793";165,050940023786;"M";2021
"794";151,377500611903;"F";2021
"795";144,120081106183;"M";2019
"796";166,755214914397;"F";2018
"797";144,221708638397;"M";2020
"798";139,237684940487;"M";2022
"799";144,496384728767;"M";2020
"800";147,215733664545;"M";2022
"801";146,02554206046;"M";2021
"802";130,401673735092;"M";2021
"803";165,346162703038;"F";2023
"804";156,365679074823;"M";2020
"805";148,201308967019;"F";2018
"806";154,300530436619;"F";2020
"807";145,037001602481;"F";2021
"808";142,525745367941;"M";2019
"809";164,148619050473;"F";2022
"810";160,156245114528;"F";2020
"811";162,653261313635;"F";2020
"812";133,781372778249;"M";2021
"813";143,313641350339;"M";2020
"814";162,696584951962;"M";2018
"815";150,942846698853;"M";2021
"816";145,719070274954;"F";2021
"817";131,870688003031;"M";2023
"818";143,730855277779;"M";2020
"819";143,1025929484;"F";2021
"820";147,170068411239;"M";2018
"821";166,381482587551;"F";2023
"822";149,087247985866;"M";2022
"823";157,236264410027;"M";2023
"824";142,889895881677;"F";2018
"825";149,654037844758;"M";2023
"826";156,009238433195;"M";2018
"827";148,223892797016;"M";2021
"828";129,227154164841;"F";2019
"829";167,490185466128;"M";2019
"830";147,88320730762;"M";2019
"831";148,258712507534;"F";2022
"832";159,582766983253;"M";2018
"833";157,252842940535;"F";2018
"834";151,253544741464;"F";2021
"835";153,695693785724;"F";2019
"836";145,806443733004;"M";2022
"837";140,836487020251;"M";2022
"838";166,437670372642;"F";2020
"839";149,993347602107;"M";2022
"840";161,455425273856;"F";2022
"841";156,260099148122;"F";2020
"842";133,787964738201;"M";2023
"843";146,958100621411;"M";2019
"844";149,850728109016;"F";2018
"845";146,516250249605;"M";2021
"846";142,984719661984;"M";2018
"847";139,026453099179;"M";2023
"848";153,067409480121;"F";2022
"849";166,536208588104;"M";2021
"850";141,618075010828;"F";2018
"851";152,688014346814;"F";2022
"852";144,262829262104;"F";2019
"853";156,557562184245;"M";2023
"854";141,244849822831;"M";2018
"855";155,196705086591;"F";2021
"856";159,282144401264;"M";2022
"857";154,062220175167;"M";2020
"858";162,825685282393;"F";2021
"859";141,373792376113;"M";2022
"860";137,396008243092;"M";2018
"861";164,972518456938;"F";2022
"862";147,256365906244;"M";2023
"863";147,14621945234;"M";2020
"864";152,470990786065;"F";2018
"865";147,135061768936;"M";2020
"866";140,941992395874;"F";2023
"867";149,822525693646;"M";2022
"868";147,922762556263;"F";2019
"869";151,749164352941;"F";2019
"870";143,623858427102;"F";2018
"871";159,120440682989;"M";2023
"872";145,127185014657;"M";2018
